,gene_name,MUT_TYPE,q_value,empirical_q_value,GENE,PMID,NUMBER_OF_ARTICLES,literature_validated_connected_genes,num_literature_validated_connected_genes,PMIDs_connected_genes
0,BCL6,AMPLIFICATION,1.1060251600493613e-54,0.011633199685447,BCL6,"11224600, 11420458, 14685876, 17429099",4.0,"STAT3, STAT1, CDKN1B, CCND1, FAS, JUNB, EZH2, LMO2, CCND2, BCL2, PAX5, HDAC1, TP53, CD19, CD4, FOXP3, CD79A, CXCR4, CXCL13, MYC, CD5, CD40",22.0,"11557777, 11697516, 12574844, 12973287, 14578559, 14633456, 16242001, 16536318, 16557179, 16703183, 17210519, 17667166, 17979491, 18370955, 11316463, 15553050, 16757432, 17210522, 17016584, 18326020, 17030811, 18288099, 11244819, 11396137, 11565907, 11595539, 11956107, 12170454, 12196918, 12324706, 12440162, 12450166, 12473607, 12504573, 12599437, 12740905, 12845662, 12933692, 15172638, 15172643, 15279653, 15596295, 15598589, 15657571, 15782141, 15852789, 15914317, 16253770, 16888677, 16905260, 17070096, 17187659, 17315195, 17425843, 17825601, 17975141, 17996216, 18162459, 18410580, 18528705, 11755827, 12574844, 12644768, 12786898, 15003473, 16757432, 17667166, 15714205, 16328385, 17262084, 17691114, 11162590, 11224600, 11244819, 11420458, 12447651, 15571955, 16001430, 16271081, 16302195, 16564229, 17429099, 17474247, 18447972, 12239610, 12112307, 15713710, 16531763, 16676365, 11168856, 11675352, 15330155, 15876961, 15878750, 15901281, 16433790, 16630289, 17961770, 11104591, 11104591, 11174380, 11450684, 12541675, 16242001, 16425367, 16557179, 16970087, 17979491, 18180893, 18370955, 11368094, 11911252, 14499691, 16807070, 18000363, 11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350, 11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957, 17504990, 18447972, 11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248, 11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051, 11267971, 14674993, 12160842, 12519884, 12901795, 14567988, 14693238, 14960230, 15184868, 15201990, 15363550, 15486895, 15837745, 16000558, 16327980, 16836911, 16955398, 17176471, 17671223, 18089812, 18310089, 18312436, 18312436, 18487224"
1,CLDN1,AMPLIFICATION,6.591105366473553e-53,0.011633199685447,CLDN1,"15170668, 17091452",2.0,"CLDN3, CDH1, CTNNB1, CD9, EPHA2",5.0,"16685400, 14559986, 14735195, 15041054, 12494475, 16309192, 18030354, 18425361, 18485799, 11555590, 12579297, 12632081, 15073103, 15073117, 15289362, 15840741, 16263813, 17201146, 17724139, 15195113, 16001430, 17131411, 18044981"
2,CYLD,SOMATIC,0.0009622697492491,0.0365630103656301,CYLD,"16900776, 18497946",2.0,"CASP8, TRADD, TNF, FADD, HDAC6, TRAF2, TP53, NFKB1, SMAD7, NFKBIA, XIAP, BCL3, TNFRSF1A",13.0,"16953224, 18497982, 16387424, 11926139, 12548461, 16888677, 18197435, 12740905, 15598589, 16715129, 16888677, 17026852, 17187659, 17425843, 17975136, 17996216, 18268491, 18497982, 15226608, 16953224, 12952364, 16596245, 17891231, 11287285, 12163389, 12450166, 15803189, 17611394, 17630106, 18022123, 18309650, 18309651, 18422599, 11550278, 17045167, 18497982, 11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957, 16773191, 16857411"
3,FANCB,DELETION,8.234936784924659e-31,0.0203776707814392,FANCB,17409780,1.0,"FANCA, HES1, ERCC1, FANCC, MUS81, BRCA2, FANCG, FANCF, FANCD2, BRCA1",10.0,"12539049, 15107617, 14647419, 16466850, 17409780, 17118488, 14517836, 17321670, 16982972, 11900225, 12704932, 15173087, 15788669, 16054657, 17976974, 18430179, 18645262, 11807777, 14574011, 14647419, 14689060, 15107617, 15300854, 16466850, 16623759, 17724471, 15107617, 16466850, 16982972, 11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101"
4,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 2.079207200788839e-15","0.011633199685447, 0.0365630103656301",PIK3CA,"11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,"CDK4, ILK, IGF1R, FYN, NTRK3, PGR, TLR4, ESR1, RET, EGF, CCND1, ERBB4, BAG4, NRAS, NOTCH1, ERBB2, MYC, NF1, AKT2, IFNGR1, JAK2, SMAD4, FGFR2, PTEN, ALK, STAT3, HRAS, HCK, PDGFA, CD19, RAC1, KIT, BRCA2, CDKN2A, SNX9, LYN, MTOR, STAT1, JAK3, MET, PRKCI, FGFR4, TRAF2, TP53, MLH1, CD28, VAV2, BRCA1, YWHAZ, SYK, PDGFRA, FGFR3, FGFR1, PIK3C3, NTRK1, KRAS, NGFR, EGFR, CTNNB1, AKT1, SRC, PMS2, THRB, BRAF, RHOA, ERBB3",66.0,"11114633, 11216646, 16483615, 11562460, 11316463, 15553050, 16757432, 17210522, 12075207, 12569015, 15543611, 16002527, 12771142, 15355912, 15379322, 15833854, 16927414, 17047074, 17342092, 18089792, 18316583, 11673832, 12649172, 14499691, 14581353, 14666705, 15021776, 15256466, 15476268, 15511476, 15800944, 16490596, 16815198, 16818711, 17200208, 17350323, 17416856, 17704947, 17888033, 17936675, 18061531, 18199957, 18199961, 18225590, 18528705, 17252232, 17699797, 11673832, 15476268, 17604679, 17969526, 18043285, 17234718, 14581353, 16357156, 17097223, 17693665, 18376308, 11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893, 18281489, 11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487, 17210745, 10989966, 10999773, 11116144, 11216646, 11289733, 11301350, 11329134, 11370534, 11502806, 11502837, 11706744, 11742034, 11817715, 11938683, 11953175, 12162676, 12212516, 12548161, 12670889, 12743496, 12907632, 14761598, 14962731, 15203751, 15379723, 15583857, 15611826, 15719371, 15988378, 16149875, 16209369, 16350727, 16402937, 16551863, 16555619, 16634961, 16778204, 16932252, 16946010, 17131411, 17427103, 17435680, 17471236, 17891251, 17900235, 18437172, 18551016, 15947106, 12899714, 11289733, 11705871, 11705871, 11752453, 11911252, 14991901, 15319714, 15735049, 17075124, 17435680, 17684930, 18349821, 12599287, 12082550, 16369533, 17234718, 15226608, 16953224, 12532415, 14581353, 15896313, 16002527, 16778075, 17974918, 18339795, 15195113, 16001430, 17131411, 18044981, 11368094, 11911252, 14499691, 16807070, 18000363, 11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350, 11562460, 15165306, 16807070, 17545628, 18059337, 12539049, 16219138, 11807777, 14574011, 14647419, 14689060, 15107617, 15300854, 16466850, 16623759, 17724471, 16315869, 11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807, 16625082, 11605053, 12075207, 15165306, 12670889, 12907632, 14508525, 15161700, 15195111, 15613458, 15630448, 15681856, 15761501, 15947100, 16254036, 16402937, 16434896, 16444351, 16533790, 16555619, 16728576, 16818623, 16906516, 16932252, 16946010, 17097223, 17131411, 17179987, 17435680, 17525478, 17545628, 17575107, 17638058, 17684930, 17725429, 17786355, 17891234, 17891251, 17968324, 17989125, 18043251, 18251569, 18376308, 18437172, 11279608, 11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957, 11180160, 11564579, 11854069, 12212108, 12429646, 12447651, 12539309, 12747978, 16027075, 16248248, 17139501, 17340131, 17477349, 17487385, 16676365, 16103054, 12632081, 14555508, 14767526, 15083191, 15300854, 15452164, 15676154, 15931783, 16231369, 16827152, 16899597, 12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741, 16224162, 16369533, 11485898, 15214912, 15602716, 16796648, 17414097, 11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125, 15887124, 16827152, 15221937, 17990328, 11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248, 16835481, 11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051, 15947106, 15947937, 15988378, 17427103, 17879040, 18329107, 17234718, 17592548, 11309301, 16342249, 16630292, 16757203, 17253141, 17317803, 17513510, 17935283, 18204781, 11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101, 16164832, 14499691, 17513510, 15805246, 18649358, 15021776, 15476268, 15800944, 16818711, 17200208, 17704947, 17969526, 18199957, 18225590, 17961551, 16093430, 16836071"
5,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.011633199685447,RFC4,16467079,1.0,"LIG1, TYMS, MCM5, CDC20, ATM, MCM2, TOP2A, RFC5, RAD51AP1, BLM, MSH2, PCNA, ATR, BUB1, MLH1, CDC7, CHEK1, RPA2, MCM4, BRCA1, MCM7, MSH6, CDK1, BIRC5, RAD51",25.0,"12907210, 11839717, 15899946, 16547620, 16888677, 11756219, 15355913, 17638652, 11839717, 11872961, 12855631, 12901728, 12949987, 15213307, 15648181, 16492917, 16722928, 17144524, 16777988, 17959302, 15221937, 16807070, 16888677, 17362036, 17492757, 17940507, 18224251, 18347248, 16467079, 17970065, 11940046, 11981026, 12375025, 15013707, 16107724, 16513838, 16133572, 17222376, 17494052, 16467079, 16676402, 16849520, 13129885, 14752307, 15221937, 15452164, 15676154, 16231369, 16827152, 15452164, 11272092, 15645429, 16525614, 17079134, 12632081, 14555508, 14767526, 15083191, 15300854, 15452164, 15676154, 15931783, 16231369, 16827152, 16899597, 14676830, 15899946, 16547620, 16959885, 17079472, 12810651, 17802824, 17187360, 11070693, 11173150, 11263155, 11377235, 11379319, 11705871, 11706420, 11774658, 11834097, 11854069, 11870663, 12017338, 12201000, 12378803, 12508343, 12520353, 12526226, 12539461, 12658732, 12760773, 12854173, 12930601, 14566835, 14578940, 14666613, 14989875, 15039910, 15287541, 15308260, 15354413, 15510736, 15566678, 15772596, 15844604, 15960160, 15991276, 16023739, 16129653, 16254112, 16355395, 16564385, 16613343, 16757203, 16931115, 17120615, 17143433, 17285972, 17542411, 17709606, 17879533, 18075740, 11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101"
6,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.011633199685447,SOX2,15942670,1.0,"SMAD3, EGF, CCND1, CDH1, HDAC1, SNAI1, CD44, MYC, SMAD4, PTEN, STAT3, GATA4, SNAI2, CDX2, POU5F1, CDKN2A, GATA6, THY1, YY1, EZH2, NFIB, TP53, LIF, PBX1, TERT, DNMT3B, FGF4, ALDH1A1, SMAD2, HNF4A, CD24, CDK1, BMP4, EGFR, CTNNB1, TCF4, AKT1, GFAP, ANXA1, GAPDH",40.0,"11174597, 12457726, 15454011, 15960160, 16542673, 17074178, 17724139, 15770739, 12604886, 15252308, 16101223, 16172218, 16291394, 16618413, 17534889, 17974998, 18326020, 11346465, 11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893, 11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487, 12874078, 12239610, 12532415, 14581353, 15896313, 16002527, 16778075, 17974918, 14656208, 15613280, 11782388, 11368094, 11911252, 14499691, 16807070, 18000363, 15833844, 11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350, 12429977, 15942670, 17016592, 17487429, 18405350, 15942670, 17540725, 16839255, 18219111, 11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807, 11555590, 12579297, 12632081, 15073103, 15073117, 15289362, 15840741, 16263813, 17201146, 17724139, 12161532, 16407850, 16596245, 16788944, 16837618, 18426913, 11168856, 11575852, 11798963, 11887001, 12146030, 12175687, 12417089, 12520353, 12597336, 12820405, 14666731, 14747059, 14981989, 15767360, 15790695, 16035618, 16186806, 16514248, 16565089, 16713680, 16798062, 16837897, 16848180, 16903330, 17611662, 17643963, 17708612, 17999917, 18051718, 18314910, 18396788, 18415803, 18547053, 11272092, 15645429, 16525614, 11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957, 12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741, 14581353, 16007174, 15355904, 16278815, 17639052, 18367874, 16270603, 16627980, 16899607, 16434257, 17017004, 17067458, 17318376, 15657896, 11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125, 11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051, 15195113, 16001430, 17131411, 18044981, 11410498, 12499250, 16407850, 16478646, 16596245, 16788944, 16837618, 17217620"
7,STS,DELETION,8.234936784924659e-31,0.0203776707814392,STS,11746990,1.0,"SULT1A1, CYP1A2, CYP3A4, CYP3A7, CYP2E1, CD99, AKR1C3, CYP3A5, CYP1A1",9.0,"12455060, 16272171, 16713138, 17079134, 11389775, 11802217, 11971997, 12198369, 12222751, 12517535, 12767509, 12960506, 14644339, 15180491, 16393248, 16704527, 17146594, 17264406, 17373732, 17611777, 18322963, 15180491, 17373732, 18309947, 11860825, 12110344, 12359752, 12767509, 12872524, 15180491, 15206494, 15725615, 15914277, 16381670, 16530937, 16713138, 16922636, 17611777, 17674367, 18543609, 18642288, 11684960, 11696177, 12753176, 12783138, 12808569, 15460417, 15511276, 15909170, 16197421, 16861978, 16872444, 18262374, 15180491, 15897249, 16272171, 17373732, 18309947, 12222751, 15180491, 18543609, 15180491"
8,TLR7,DELETION,8.234936784924659e-31,0.0203776707814392,TLR7,17201162,1.0,"CCR2, STAT3, IRF1, TNF, STAT1, TLR4, CAMP, IL6, NFKB1, CD80, CD4, IL1B, CD86, CXCL10, CD274, CD40, TLR3, RIPK3",18.0,"18314910, 15947106, 15623624, 17356794, 15034017, 15947106, 16387424, 11926139, 12548461, 16888677, 18197435, 16315869, 11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248, 14960242, 15052669, 15876961, 16433790, 17366789, 18300341, 11172294, 11168856, 11675352, 15330155, 15876961, 15878750, 15901281, 16433790, 16630289, 17961770, 11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051, 11104591, 11104591, 11174380, 11450684, 12541675, 16242001, 16425367, 16557179, 16970087, 17979491, 18180893, 18370955, 15761501, 15947106, 18182249, 17525119, 17786279, 18204787, 15062572, 14960242, 15052669, 15694020, 15876961, 16433790, 17366789"
